file;emitter;name;placa_extraida;placa_confianca;placa_origem;hodometro_extraido;hodometro_confianca;hodometro_origem
51260561677503000190550030000020371014183709.xml;61677503000190;POSTO MACEDO ITAUBA;RAX6E36;70;RESUMO PAGAMENTO: 2342,29|  - TEF DEBITO: R$ 2342,29|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 410,25-Sequencia:1418370 -Terminal:CAIXA02 -Op:TREINAMENTO C:71743 E:79675 -Placa:RAX6E36 -km:406097|Trib aprox R$210,81 Fed, R$447,38 Est, R$0,00 M;406097;105;RESUMO PAGAMENTO: 2342,29|  - TEF DEBITO: R$ 2342,29|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 410,25-Sequencia:1418370 -Terminal:CAIXA02 -Op:TREINAMENTO C:71743 E:79675 -Placa:RAX6E36 -km:406097|Trib aprox R$210,81 Fed, R$447,38 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260561677503000190550040000007841014013060.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 1157,38|  - DINHEIRO: R$ 1157,38|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 202,41-Sequencia:1401306 -Terminal:CAIXA03 -Op:LUDMILA C:71743 E:79675 -Placa:RAQ5F96 -km:413554 -media:27.03 k/l|Trib aprox R$104,16 Fed, R$221,06 Es;413554;105;RESUMO PAGAMENTO: 1157,38|  - DINHEIRO: R$ 1157,38|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 202,41-Sequencia:1401306 -Terminal:CAIXA03 -Op:LUDMILA C:71743 E:79675 -Placa:RAQ5F96 -km:413554 -media:27.03 k/l|Trib aprox R$104,16 Fed, R$221,06 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFIN
51260561677503000190550050000007101014064082.xml;61677503000190;POSTO MACEDO ITAUBA;RAT8F79;70;RESUMO PAGAMENTO: 934,37|  - POS DEBITO: R$ 934,37|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 163,66-Sequencia:1406408 -Terminal:CAIXA04 -Op:ALCILEA C:71743 E:79675 -Placa:RAT8F79 -km:468986 -media:17.38 k/l|Trib aprox R$84,09 Fed, R$178,46 Est;468986;105;RESUMO PAGAMENTO: 934,37|  - POS DEBITO: R$ 934,37|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 163,66-Sequencia:1406408 -Terminal:CAIXA04 -Op:ALCILEA C:71743 E:79675 -Placa:RAT8F79 -km:468986 -media:17.38 k/l|Trib aprox R$84,09 Fed, R$178,46 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260561677503000190550050000010431014139160.xml;61677503000190;POSTO MACEDO ITAUBA;RAT2F79;70;RESUMO PAGAMENTO: 1068,42|  - POS DEBITO: R$ 1068,42|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 189,97-Sequencia:1413916 -Terminal:CAIXA04 -Op:FELIPE C:71743 E:79675 -Placa:RAT2F79 -km:471335|Trib aprox R$96,16 Fed, R$204,07 Est, R$0,00 Mun/Fon;471335;105;RESUMO PAGAMENTO: 1068,42|  - POS DEBITO: R$ 1068,42|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 189,97-Sequencia:1413916 -Terminal:CAIXA04 -Op:FELIPE C:71743 E:79675 -Placa:RAT2F79 -km:471335|Trib aprox R$96,16 Fed, R$204,07 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260561677503000190550060000004311014180104.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 1065,68|  - POS DEBITO: R$ 1065,68|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 183,69-Sequencia:1418010 -Terminal:CAIXA05 -Op:TREINAMENTO C:71743 E:79675 -Placa:RAQ5F96 -km:420585 -media:2.87 k/l|Trib aprox R$97,37 Fed, R$198,6;420585;105;RESUMO PAGAMENTO: 1065,68|  - POS DEBITO: R$ 1065,68|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 183,69-Sequencia:1418010 -Terminal:CAIXA05 -Op:TREINAMENTO C:71743 E:79675 -Placa:RAQ5F96 -km:420585 -media:2.87 k/l|Trib aprox R$97,37 Fed, R$198,61 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/C
51260573519225000122550010004839241197161465.xml;73519225000122;AUTO POSTO SORRISAO LTDA;RAU3I63;98;"TRIB. APROX.: R$: 124,03 (FED), R$ 263,22 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 1C2537;;Valor Base Subst.R$ 0,00 Valor ICMS Subst. R$ 0,00;PROCON-MT.RUA BALTAZAR NAVARROS, 567 B.BANDEIRANTES CUIABA MT CEP 78010-020 FONE 151.;3-REGIME NORMAL Placa: RAU3I63 KM: 465583 ;Forma de Pagto: Formas de P";465583;105;"TRIB. APROX.: R$: 124,03 (FED), R$ 263,22 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 1C2537;;Valor Base Subst.R$ 0,00 Valor ICMS Subst. R$ 0,00;PROCON-MT.RUA BALTAZAR NAVARROS, 567 B.BANDEIRANTES CUIABA MT CEP 78010-020 FONE 151.;3-REGIME NORMAL Placa: RAU3I63 KM: 465583 ;Forma de Pagto: Formas de PGTO;PIX: 1378,09Cod.Funci/Caixa:16/RANYELLA ;PERMITE O APROVEITAMENTO DO CREDITO DE ICMS NOS TERMOS "
51260601048594000173550010000512821004209232.xml;01048594000173;POSTO DE SERVICOS CASTANHEIRA;RAQ5F96;70;KM: 425471 Placa: RAQ5F96 Motorista: ADRIANO;425471;105;KM: 425471 Placa: RAQ5F96 Motorista: ADRIANO
51260601048594000173550010000513091004210406.xml;01048594000173;POSTO DE SERVICOS CASTANHEIRA;RAQ5F96;98;PLACA: RAQ5F96 KM: 425804 MOTORISTA: ADRIANOKM: 0 Placa: Motorista:;425804;105;PLACA: RAQ5F96 KM: 425804 MOTORISTA: ADRIANOKM: 0 Placa: Motorista:
51260605678551000122550010000735301441643170.xml;05678551000122;NACIONAL GAS;;0;;;0;
51260605678551000122550010000736781076749457.xml;05678551000122;NACIONAL GAS;RAQ3J90;100;tag oficial veicTransp/reboque;;0;
51260606341664000109550050003235921792213109.xml;06341664000109;POSTO ALDO SORRISO LTDA;RAU3I63;98;"ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022; Numero do Orcamento: 880427 - Motorista: MOTORISTA PADRAO - PLACA RAU3I63 KM 473475 - Caixa: CCI - Carteira: 8 - Cond. Pgto: ESP - PRECO ESPECIAL - BO:04 BI:31 EI:5783311 EF:5783527  OPERACAO COM ALIQUOTA  0 (Z";473475;103;"ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022; Numero do Orcamento: 880427 - Motorista: MOTORISTA PADRAO - PLACA RAU3I63 KM 473475 - Caixa: CCI - Carteira: 8 - Cond. Pgto: ESP - PRECO ESPECIAL - BO:04 BI:31 EI:5783311 EF:5783527  OPERACAO COM ALIQUOTA  0 (ZERO %) DE PIS E COFINS CONFORME C 10.638 DE 01/03/21"
51260606341664000109550050003247731195273462.xml;06341664000109;POSTO ALDO SORRISO LTDA;RAU3I63;98;"ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022; Numero do Orcamento: 888375 - Frentista: WILTON RODRIGUES ROCHA - Motorista: DIVINO RAMOS XAVIER - PLACA RAU3I63 KM 474784 - Completou: Nao - Caixa: CEB - Carteira: 8 - Cond. Pgto: ESP - PRECO ESPECIAL - BO:07 ";474784;103;"ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022; Numero do Orcamento: 888375 - Frentista: WILTON RODRIGUES ROCHA - Motorista: DIVINO RAMOS XAVIER - PLACA RAU3I63 KM 474784 - Completou: Nao - Caixa: CEB - Carteira: 8 - Cond. Pgto: ESP - PRECO ESPECIAL - BO:07 BI:26 EI:10442421 EF:10442663  OPERACAO COM ALIQUOTA  0 (ZERO %) DE PIS E COFINS CONFORME C 10.638 D"
51260606341664000109550050003261881115213688.xml;06341664000109;POSTO ALDO SORRISO LTDA;RAQ5F96;98;"ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022; Numero do Orcamento: 898139 - Frentista: ANA PAULA DE SOUZA - Motorista: MOTORISTA PADRAO - PLACA RAQ5F96 KM 428860 - Completou: Nao - Caixa: CES - Carteira: 8 - Cond. Pgto: ESP - PRECO ESPECIAL - BO:04 BI:31 E";428860;103;"ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022; Numero do Orcamento: 898139 - Frentista: ANA PAULA DE SOUZA - Motorista: MOTORISTA PADRAO - PLACA RAQ5F96 KM 428860 - Completou: Nao - Caixa: CES - Carteira: 8 - Cond. Pgto: ESP - PRECO ESPECIAL - BO:04 BI:31 EI:5928123 EF:5928337  OPERACAO COM ALIQUOTA  0 (ZERO %) DE PIS E COFINS CONFORME C 10.638 DE 01/03/2"
51260609508324000100550010001151901009344913.xml;09508324000100;POSTO GUARA;RAQ5F96;98;Motorista:ADRIANO |Observacao:CLIENTE.:34391-D. BARBIERO & CIA LTDA CPF/CNPJ:15.209.274/0001-62 IE:13464001-2 ENDERECO:R AV. VITORIA DO NORTE , 140140 CIDADE..:IPIRANGA DO NORTE-MT CEP:78.578-000|PLACA: RAQ5F96 |KM: 421970 MED:106,53 |OPERADOR: ELOISA DJENIFER ALVES FERREIRA| ICMS monofasico sobre c;421970;110;odometro: 421970
51260609508324000100550010001165621061001608.xml;09508324000100;POSTO GUARA;RAT8F79;98;Observacao:CLIENTE.:34391-D. BARBIERO & CIA LTDA CPF/CNPJ:15.209.274/0001-62 IE:13464001-2 ENDERECO:R AV. VITORIA DO NORTE , 140140 CIDADE..:IPIRANGA DO NORTE-MT CEP:78.578-000|PLACA: RAT8F79 |KM: 478770 MED:288,92 |OPERADOR: FLAVIA DA CONCEICAO ARAUJO| ICMS monofasico sobre combustiveis cobrado ant;478770;110;odometro: 478770
51260610737595000116550010005246791010118430.xml;10737595000116;POSTO TREVAO MATUPA;RAQ5F96;70;PROCON - TELEFONE: 151 OU (65) 3613-2100 - TRAVESSA PAES DE OLIVEIRA, S\/ N? - BAIRRO: CENTRO - CUIABA - MATO GROSSO - CEP: 78.005-260 Cliente: 13966005 Vendedor: 44486002 - USUARIO TREINAMENTO Pedidos: 2098969, AVISTA , PLACA: RAQ5F96/MT, HORIMETRO: , KM: 429326, MOTORISTA: adriano, Frentista(s): [;429326;105;PROCON - TELEFONE: 151 OU (65) 3613-2100 - TRAVESSA PAES DE OLIVEIRA, S\/ N? - BAIRRO: CENTRO - CUIABA - MATO GROSSO - CEP: 78.005-260 Cliente: 13966005 Vendedor: 44486002 - USUARIO TREINAMENTO Pedidos: 2098969, AVISTA , PLACA: RAQ5F96/MT, HORIMETRO: , KM: 429326, MOTORISTA: adriano, Frentista(s): [43225002-WILLIAM DA COSTA CASTRO] Valor Aprox. Trib: 70,77 Fed.135,28 Est. Fonte: IBPT 26.1.K
51260610737595000469550010003678661010343705.xml;10737595000469;POSTO TREVAO MATUPA III;RAT8F79;70;PROCON - TELEFONE: 151 OU (65) 3613-2100 - TRAVESSA PAES DE OLIVEIRA, S\/ N? - BAIRRO: CENTRO - CUIABA - MATO GROSSO - CEP: 78.005-260 Cliente: 13966005 Vendedor: 38077001 - LAURA CRISTINA DE ARAUJO (FUNC Pedidos: 1332993, PIX BANCARIO , PLACA: RAT8F79/MT, HORIMETRO: , KM: 475059, MOTORISTA: MIRO, F;475059;105;PROCON - TELEFONE: 151 OU (65) 3613-2100 - TRAVESSA PAES DE OLIVEIRA, S\/ N? - BAIRRO: CENTRO - CUIABA - MATO GROSSO - CEP: 78.005-260 Cliente: 13966005 Vendedor: 38077001 - LAURA CRISTINA DE ARAUJO (FUNC Pedidos: 1332993, PIX BANCARIO , PLACA: RAT8F79/MT, HORIMETRO: , KM: 475059, MOTORISTA: MIRO, Frentista(s): [38077001-LAURA CRISTINA DE ARAUJO (FUNCIONARIO)][33430001-LAZARO VIANA DE SOUZA (FUNCI
51260611512642000196550010004597721922413590.xml;11512642000196;ESTACAO AGUIA 163;RAU3I63;98;#CF:B17 EI14288240,81 EF14288417,82 V177,000 Trib aprox R$: 12,73 Federal e 238,05 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 470151 MOT: DIVINO REQ: MEDIA: 0,01 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CU;470151;110;#CF:B17 EI14288240,81 EF14288417,82 V177,000 Trib aprox R$: 12,73 Federal e 238,05 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 470151 MOT: DIVINO REQ: MEDIA: 0,01 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAU3I63 Odometro: 470151Marca= Adaptive Modelo= NFCE N= B0A
51260611512642000196550010004606021447021916.xml;11512642000196;ESTACAO AGUIA 163;RAQ5F96;98;#CF:B17 EI14314884,83 EF14315067,83 V183,000 #CF:B29 EI0571105,450 EF0571123,580 V18,130 Trib aprox R$: 15,94 Federal e 240,22 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 422281 MOT: ADRIANO REQ: MEDIA: 69,04 Km/Litro Atendente: 86535-JAMES ALBERT [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA,;422281;110;#CF:B17 EI14314884,83 EF14315067,83 V183,000 #CF:B29 EI0571105,450 EF0571123,580 V18,130 Trib aprox R$: 15,94 Federal e 240,22 Estadual Fonte: IBPT 5oi7eW PLACA: RAQ-5F96 ODOM: 422281 MOT: ADRIANO REQ: MEDIA: 69,04 Km/Litro Atendente: 86535-JAMES ALBERT [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAQ5F96 Odometro: 422281Marca= A
51260611512642000196550010004614731376181920.xml;11512642000196;ESTACAO AGUIA 163;RAX6E36;98;#CF:B15 EI18482347,55 EF18482756,58 V409,027 Trib aprox R$: 14,19 Federal e 542,18 Estadual Fonte: IBPT 5oi7eW PLACA: RAX-6E36 ODOM: 408756 MOT: darci REQ: MEDIA: 16,50 Km/Litro Atendente: 60674-BRUNO MAGALHAES DA COSTA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT;408756;110;#CF:B15 EI18482347,55 EF18482756,58 V409,027 Trib aprox R$: 14,19 Federal e 542,18 Estadual Fonte: IBPT 5oi7eW PLACA: RAX-6E36 ODOM: 408756 MOT: darci REQ: MEDIA: 16,50 Km/Litro Atendente: 60674-BRUNO MAGALHAES DA COSTA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAX6E36 Odometro: 408756Marca= Adaptive Modelo= NFCE N= 93B2C74421
51260611512642000196550010004629671964642647.xml;11512642000196;ESTACAO AGUIA 163;RAU3I63;98;#CF:B17 EI14378272,07 EF14378412,08 V140,000 Trib aprox R$: 4,75 Federal e 181,56 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 473959 MOT: DIVINO REQ: MEDIA: 27,20 Km/Litro Atendente: 87007-MATHEUS DA SILVA NEVES [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT.,;473959;110;#CF:B17 EI14378272,07 EF14378412,08 V140,000 Trib aprox R$: 4,75 Federal e 181,56 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 473959 MOT: DIVINO REQ: MEDIA: 27,20 Km/Litro Atendente: 87007-MATHEUS DA SILVA NEVES [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAU3I63 Odometro: 473959Marca= Adaptive Modelo= NFCE N= F8E88EC1E74A
51260611512642000196550010004632681686765715.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B24 EI7899825,250 EF7900040,250 V215,000 Trib aprox R$: 7,30 Federal e 278,83 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 476923 MOT: 1 REQ: MEDIA: 0,00 Km/Litro Atendente: 70177-CARLA SANTOS DE JESUS [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFO;476923;110;#CF:B24 EI7899825,250 EF7900040,250 V215,000 Trib aprox R$: 7,30 Federal e 278,83 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 476923 MOT: 1 REQ: MEDIA: 0,00 Km/Litro Atendente: 70177-CARLA SANTOS DE JESUS [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 476923Marca= Adaptive Modelo= NFCE N= B0A792A50D914135B01
51260611512642000196550010004634241942706731.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B17 EI14390559,62 EF14390636,63 V77,000 Trib aprox R$: 2,61 Federal e 99,86 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 477140 MOT: MIRO REQ: MEDIA: 6.196,62 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUI;477140;110;#CF:B17 EI14390559,62 EF14390636,63 V77,000 Trib aprox R$: 2,61 Federal e 99,86 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 477140 MOT: MIRO REQ: MEDIA: 6.196,62 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 477140Marca= Adaptive Modelo= NFCE N= 93B2
51260611512642000196550010004645461351338258.xml;11512642000196;ESTACAO AGUIA 163;RAT8F79;98;#CF:B24 EI7931074,120 EF7931239,130 V165,010 Trib aprox R$: 5,60 Federal e 214,00 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 478493 MOT: MIRO REQ: MEDIA: 8,20 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIAB;478493;110;#CF:B24 EI7931074,120 EF7931239,130 V165,010 Trib aprox R$: 5,60 Federal e 214,00 Estadual Fonte: IBPT 5oi7eW PLACA: RAT-8F79 ODOM: 478493 MOT: MIRO REQ: MEDIA: 8,20 Km/Litro Atendente: 73220-JOSE RONIBELCIO ARAUJO DA SILVA [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAT8F79 Odometro: 478493Marca= Adaptive Modelo= NFCE N= F8E88E
51260611512642000196550010004653351344030383.xml;11512642000196;ESTACAO AGUIA 163;RAX6E36;98;#CF:B23 EI9580885,840 EF9581218,460 V332,610 Trib aprox R$: 11,54 Federal e 440,89 Estadual Fonte: IBPT 5oi7eW PLACA: RAX-6E36 ODOM: 412784 MOT: NARCI REQ: MEDIA: 12,11 Km/Litro Atendente: 87007-MATHEUS DA SILVA NEVES [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT.,;412784;110;#CF:B23 EI9580885,840 EF9581218,460 V332,610 Trib aprox R$: 11,54 Federal e 440,89 Estadual Fonte: IBPT 5oi7eW PLACA: RAX-6E36 ODOM: 412784 MOT: NARCI REQ: MEDIA: 12,11 Km/Litro Atendente: 87007-MATHEUS DA SILVA NEVES [F] PROCON/MT - AV. GENERAL RAMIRO DE NORONHA, N 294-B JARDIM CUIABA - CUIABA/MT., TELEFONE (65) 3613-2100 Placa: RAX6E36 Odometro: 412784Marca= Adaptive Modelo= NFCE N= F8E88EC1E74A
51260624114163000163550010000032771671413646.xml;24114163000163;AUTO POSTO TIBIRISSA SIMIONE;RAQ5F96;98;"TRIB. APROX.: R$: 33,26 (FED), R$ 70,57 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Placa: RAQ5F96 Odometro: 421275Veiculo: Frentista: 12 ;PROCON-MT, Telefone: 151 , Endereco: Av. Hist. Rubens de Mendonca (Av.do CPA), 917 - Araes, Ed. Executive Center, ;CEP 78.008-000, Cuiaba - MT;Aliquota ze";421275;110;"TRIB. APROX.: R$: 33,26 (FED), R$ 70,57 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Placa: RAQ5F96 Odometro: 421275Veiculo: Frentista: 12 ;PROCON-MT, Telefone: 151 , Endereco: Av. Hist. Rubens de Mendonca (Av.do CPA), 917 - Araes, Ed. Executive Center, ;CEP 78.008-000, Cuiaba - MT;Aliquota zero de PIS/COFINS conforme Decreto n 12.875/2026.;ICMS monofasico sobre combustiveis cobrado anterior"
51260624969636000104550010003553201051221911.xml;24969636000104;AUTO PECAS UNIAO MATRIZ;;0;;;0;
51260631141819000283550010002512231003366363.xml;31141819000283;POSTO RODOBRAS - MUTUM;RAT8F72;98;PLACA: RAT8F72 KM: 477668 MOTORISTA: MIRO | Tributacao monofasica do ICMS conforme Convenio ICMS 199/2022, alterado pelo Convenio ICMS 113/2025. | Tributos aproximados: R$ 93.33 (9.26%) Federal, R$ 191.79 (19.03%) Estadual, R$ 0.00 (0.00%) Municipal |  - Fonte: IBPT - MT  92589A |  | FORMA DE PAGAME;477668;105;PLACA: RAT8F72 KM: 477668 MOTORISTA: MIRO | Tributacao monofasica do ICMS conforme Convenio ICMS 199/2022, alterado pelo Convenio ICMS 113/2025. | Tributos aproximados: R$ 93.33 (9.26%) Federal, R$ 191.79 (19.03%) Estadual, R$ 0.00 (0.00%) Municipal |  - Fonte: IBPT - MT  92589A |  | FORMA DE PAGAMENTO: |       RECEBIMENTO PIX - SICOOB: 1.000,87 | PROCON/MT - Sede do Ganha Tempo - Praca Ipiranga -
51260636381687000108550030000258441004255795.xml;36381687000108;AUTO POSTO FIGUEIRA;RAI8F79;70;RESUMO PAGAMENTO: 1072,14|  - DEPOSITO: R$ 1072,14|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 172,07-Sequencia:425579 -Terminal:CAIXA_02 -Op:AMANDA C:1954 E:1954 -Placa:RAI8F79 -km:479194|Trib aprox R$96,49 Fed, R$204,78 Est, R$0,00 Mun/Fonte I;479194;105;RESUMO PAGAMENTO: 1072,14|  - DEPOSITO: R$ 1072,14|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 172,07-Sequencia:425579 -Terminal:CAIXA_02 -Op:AMANDA C:1954 E:1954 -Placa:RAI8F79 -km:479194|Trib aprox R$96,49 Fed, R$204,78 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260636381687000108550030000259431004263516.xml;36381687000108;AUTO POSTO FIGUEIRA;RAT8F79;70;RESUMO PAGAMENTO: 947,77|  - DEPOSITO: R$ 947,77|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 152,11-Sequencia:426351 -Terminal:CAIXA_02 -Op:JAINE C:1954 E:1954 -Placa:RAT8F79 -km:480718 -media:6.75 k/l|Trib aprox R$85,30 Fed, R$181,02 Est, R$0,0;480718;105;RESUMO PAGAMENTO: 947,77|  - DEPOSITO: R$ 947,77|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 152,11-Sequencia:426351 -Terminal:CAIXA_02 -Op:JAINE C:1954 E:1954 -Placa:RAT8F79 -km:480718 -media:6.75 k/l|Trib aprox R$85,30 Fed, R$181,02 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260636381687000108550110000001661004203380.xml;36381687000108;AUTO POSTO FIGUEIRA;RAT8F79;70;RESUMO PAGAMENTO: 958,04|  - DEPOSITO: R$ 958,04|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 149,65-Sequencia:420338 -Terminal:CAIXA_06 -Op:TAIS  URZEDO C:1954 E:1954 -Placa:RAT8F79 -km:473755 -media:96.36 k/l -MOTORISTAMIRO|Trib aprox R$86,22 F;473755;105;RESUMO PAGAMENTO: 958,04|  - DEPOSITO: R$ 958,04|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 149,65-Sequencia:420338 -Terminal:CAIXA_06 -Op:TAIS  URZEDO C:1954 E:1954 -Placa:RAT8F79 -km:473755 -media:96.36 k/l -MOTORISTAMIRO|Trib aprox R$86,22 Fed, R$182,99 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alterac
51260636381687000108550110000002481004210510.xml;36381687000108;AUTO POSTO FIGUEIRA;IRN1678;98;RESUMO PAGAMENTO: 1348,20|  - DEPOSITO: R$ 1348,20|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 210,60-Sequencia:421051 -Terminal:CAIXA_06 -Op:TAIS  URZEDO C:1954 E:1954 -Placa:IRN1678|Trib aprox R$121,34 Fed, R$257,51 Est, R$0,00 Mun/Fonte IBPT|;;0;
